email,type_contact,priority,department_code,commune,category,organization,source_url,source_name,query
accueil@clicouestra.fr,departement_solidarites,2-relais-qualifie,59,Cambrai,solidarites handicap familles,Relais Autonomie - Centre Local d'Information et de Coordination (CLIC) Cambrésis Ouest,https://maboussoleaidants.fr/mes-solutions/maison-departementale-autonomie-mda/59/25045,data.inclusion.gouv.fr,data_inclusion_ma-boussole-aidants
contact.clicflandrelys@gmail.com,departement_solidarites,2-relais-qualifie,59,Caëstre,solidarites handicap familles,Relais Autonomie - Centre Local d'Information et de Coordination (CLIC) - Caëstre,https://maboussoleaidants.fr/mes-solutions/maison-departementale-autonomie-mda/59/34120,data.inclusion.gouv.fr,data_inclusion_ma-boussole-aidants
ettique@altereos.fr,departement_solidarites,2-relais-qualifie,59,Croix,solidarites handicap familles,ETTIQUE Croix,https://emplois.inclusion.beta.gouv.fr/company/2134/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
pointconseilbudget@udaf59.org,departement_solidarites,2-relais-qualifie,59,Denain,departement,Point conseil budget - Union départementale des associations familiales (UDAF 59) - Denain,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/fb8a2e2a-1293-480b-a92b-a4c6f8eca340,Annuaire de l'administration Service-public.fr,administrations_relais_59
accueil59@capinterimfrance.fr,departement_solidarites,2-relais-qualifie,59,Dunkerque,solidarites handicap familles,CAP INTERIM FRANCE - Dunkerque,https://emplois.inclusion.beta.gouv.fr/company/2728/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
contact@adilnpdc.fr,departement_solidarites,2-relais-qualifie,59,Dunkerque,departement,Agence départementale d'information sur le logement (ADIL) - Nord - Dunkerque,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/0ed2d577-8c8f-4d6e-bca0-010975179aa6,Annuaire de l'administration Service-public.fr,administrations_relais_59
mediathequedunord@lenord.fr,departement_solidarites,2-relais-qualifie,59,Hellemmes-Lille,departement,Médiathèque départementale - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/5fd71838-efe0-419b-b6a8-dce511c8c6d7,Annuaire de l'administration Service-public.fr,administrations_relais_59
cdad-nord@justice.fr,departement_solidarites,2-relais-qualifie,59,LILLE,departement,Conseil départemental d'accès au droit du Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/9be56345-d601-445d-a218-68e4f0f3db09,Annuaire de l'administration Service-public.fr,departements
secbrunehaut@asso-solfa.fr,departement_solidarites,2-relais-qualifie,59,LILLE,solidarites departementales,SOLFA SOLIDARITE FEMMES ACCUEIL,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/587bc9e7-aa02-4ba0-ba61-cd92a0e2db5f,Annuaire de l'administration Service-public.fr,departement_ase
maisonducitoyen@mairie-lomme.fr,departement_solidarites,2-relais-qualifie,59,LOMME,solidarites departementales,Point-justice de la Maison du Citoyen et des solidarités de Lomme,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/bdbd483b-5447-40a4-8b5b-eb421b763233,Annuaire de l'administration Service-public.fr,administrations_relais_59
nanselin@afeji.org,departement_solidarites,2-relais-qualifie,59,La Chapelle-d'Armentières,solidarites handicap familles,AFEJI   ENTREPRISE ADAPTEE   LYS SERVICES,https://emplois.inclusion.beta.gouv.fr/company/9792/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
accueil@clicestra.fr,departement_solidarites,2-relais-qualifie,59,Le Cateau-Cambrésis,solidarites handicap familles,Relais Autonomie - Centre Local d'Information et de Coordination (CLIC) Cambrésis Est,https://maboussoleaidants.fr/mes-solutions/maison-departementale-autonomie-mda/59/13371,data.inclusion.gouv.fr,data_inclusion_ma-boussole-aidants
archivedep@lenord.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Archives départementales - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/a8c514d9-bc22-463e-a33b-c7ee80edb18d,Annuaire de l'administration Service-public.fr,administrations_relais_59
cd.59@ordre.medecin.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Conseil départemental de l'ordre des médecins - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/627ffd38-ab0b-4618-8344-68ebf0d53b2b,Annuaire de l'administration Service-public.fr,departements
contact@louvea-lille.fr,departement_solidarites,2-relais-qualifie,59,Lille,solidarites handicap familles,Louvéa Lille,https://emplois.inclusion.beta.gouv.fr/company/4880/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
ddets-cdc@nord.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Commission départementale de conciliation - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/3354ab02-feb8-48d1-8438-69da23cb96a6,Annuaire de l'administration Service-public.fr,administrations_relais_59
ddets-direction@nord.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,solidarites departementales,"Direction départementale de l'emploi, du travail et des solidarités (DDETS) - Nord",https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/ca930f69-bd4c-4fd8-9b20-64123cc80f28,Annuaire de l'administration Service-public.fr,administrations_relais_59
ddets-droitsdesfemmesegalite@nord.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Délégation départementale aux droits des femmes et à l'égalité (DDDFE) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/9ecd3019-b735-454a-afc8-5eea19daf128,Annuaire de l'administration Service-public.fr,administrations_relais_59
ddsp59@interieur.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Direction interdépartementale de la police nationale (DIPN) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/36c6176a-19b6-4339-8ccf-bdd58998f4d9,Annuaire de l'administration Service-public.fr,administrations_relais_59
ddtm@nord.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Direction départementale des territoires et de la mer (DDTM) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/8c7fc8a8-1bd9-421d-aaf4-975333e628de,Annuaire de l'administration Service-public.fr,administrations_relais_59
dirn@developpement-durable.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Direction interdépartementale des routes (DIR) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/8fce655f-2bc5-4347-9592-fec1d9c4de2c,Annuaire de l'administration Service-public.fr,administrations_relais_59
dmd59.cmi.fct@intradef.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Délégation militaire départementale (DMD) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/35df3962-77bd-4db3-a1db-a6916101ca90,Annuaire de l'administration Service-public.fr,administrations_relais_59
dreets-hdf.direction@dreets.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,solidarites departementales,"Direction régionale de l'économie, de l'emploi, du travail et des solidarités (DREETS) - Hauts-de-France",https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/ab88be03-1309-4807-8ad0-22688290650e,Annuaire de l'administration Service-public.fr,administrations_relais_59
dsden59.cabsg@ac-lille.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Direction des services départementaux de l'Éducation nationale (DSDEN) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/69b17b3c-e126-487f-a11c-05394e5d93e7,Annuaire de l'administration Service-public.fr,administrations_relais_59
francois.de-backer@ac-lille.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Délégué départemental à la vie associative (DDVA) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/8d15913b-67fb-463e-a8f3-96190800e1ef,Annuaire de l'administration Service-public.fr,administrations_relais_59
lille@konexio.eu,departement_solidarites,2-relais-qualifie,59,Lille,solidarites handicap familles,KONEXIO,https://dora.inclusion.gouv.fr/structures/konexio-ywxk,data.inclusion.gouv.fr,data_inclusion_dora
mdph@lenord.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Maison départementale des personnes handicapées (MDPH) - Nord - Site de Lille,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/b40b631c-1a15-4690-8ddd-5a6eea96ee34,Annuaire de l'administration Service-public.fr,administrations_relais_59
nmoreau@maisondelaideadomicile.fr,departement_solidarites,2-relais-qualifie,59,Lille,solidarites handicap familles,ASSOCIATION SOINS ET AIDE A DOMICILE ASSAD,https://dora.inclusion.gouv.fr/structures/association-soins-et,data.inclusion.gouv.fr,data_inclusion_dora
sdap.nord@culture.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Unité départementale de l'architecture et du patrimoine (UDAP) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/56522b16-a968-4c2f-bfbe-53d450d9f01a,Annuaire de l'administration Service-public.fr,administrations_relais_59
sde.lille@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Service départemental de l'enregistrement - Lille,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/54aeee6c-538a-4d1c-be69-4d84e2642819,Annuaire de l'administration Service-public.fr,administrations_relais_59
sgc-direction@nord.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Secrétariat général commun départemental - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/647b69f5-1ad5-4bbe-a30c-127b3d160137,Annuaire de l'administration Service-public.fr,administrations_relais_59
t059090@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,Paierie départementale - Nord - Lille,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/675f7e23-0bb0-4806-821c-8e7960bcd862,Annuaire de l'administration Service-public.fr,administrations_relais_59
ve.ud-lille-hdf@developpement-durable.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille,departement,"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Hauts-de-France - Unité départementale Nord (Lille)",https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/952615c5-09ac-4382-b495-4b10ee8a57f8,Annuaire de l'administration Service-public.fr,administrations_relais_59
conciliateurfiscal59@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,59,Lille Cedex,departement,Conciliateur fiscal départemental - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/3458c1fa-d5f2-4d0e-92ae-936ce2e63e39,Annuaire de l'administration Service-public.fr,administrations_relais_59
accueil@capemploi59lille.com,departement_solidarites,2-relais-qualifie,59,Marcq-en-Barœul,solidarites handicap familles,Cap Emploi Lille Métropole Douaisis,https://dora.inclusion.gouv.fr/structures/emploi-et-handicap-g,data.inclusion.gouv.fr,data_inclusion_dora
geiq@emploi-et-handicap.fr,departement_solidarites,2-relais-qualifie,59,Marcq-en-Barœul,solidarites handicap familles,GEIQ Emploi et Handicap,https://unik-emploi.fr/,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
bonjour@efficiencecreative.fr,departement_solidarites,2-relais-qualifie,59,Maubeuge,solidarites handicap familles,EFFICIENCE SOLIDAIRE ET CREATIVE,https://dora.inclusion.gouv.fr/structures/efficience-solidaire,data.inclusion.gouv.fr,data_inclusion_dora
contact@eollis.net,departement_solidarites,2-relais-qualifie,59,Phalempin,solidarites handicap familles,Relais Autonomie - Centre Local d'Information et de Coordination (CLIC) Eollis,https://maboussoleaidants.fr/mes-solutions/maison-departementale-autonomie-mda/59/13459,data.inclusion.gouv.fr,data_inclusion_ma-boussole-aidants
webfdc59@chasse59.net,departement_solidarites,2-relais-qualifie,59,Saint-Amand-les-Eaux,departement,Fédération départementale des chasseurs - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/b0279452-2011-4d0d-b284-37e74098fe12,Annuaire de l'administration Service-public.fr,administrations_relais_59
accueiltourcoing@capinterimfrance.fr,departement_solidarites,2-relais-qualifie,59,Tourcoing,solidarites handicap familles,CAP INTERIM FRANCE-Tourcoing,https://emplois.inclusion.beta.gouv.fr/company/9631/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
cellule-emploi@ccas-tourcoing.fr,departement_solidarites,2-relais-qualifie,59,Tourcoing,solidarites handicap familles,CCAS de Tourcoing,https://dora.inclusion.gouv.fr/structures/ccas-de-tourcoing,data.inclusion.gouv.fr,data_inclusion_dora
ud-hainaut.dreal-hauts-de-france@developpement-durable.gouv.fr,departement_solidarites,2-relais-qualifie,59,Valenciennes,departement,"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Hauts-de-France - Unité départementale Nord (Hainaut)",https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/536b4932-518d-4285-a3da-44730291bf08,Annuaire de l'administration Service-public.fr,administrations_relais_59
sdif.nord@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,59,Valenciennes Cedex,departement,Service départemental des impôts foncier (SDIF) Nord - Valenciennes,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/1cd0c845-aea9-4ff8-b95c-2350763ffca7,Annuaire de l'administration Service-public.fr,administrations_relais_59
contact@capeb-nord.fr,departement_solidarites,2-relais-qualifie,59,Villeneuve-d'Ascq,departement,Confédération départementale de l'artisanat et des petites entreprises du bâtiment  (Capeb) - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/b8b66e92-2018-4f52-89bb-c8302d457e01,Annuaire de l'administration Service-public.fr,administrations_relais_59
contact@urbilog.com,departement_solidarites,2-relais-qualifie,59,Villeneuve-d'Ascq,solidarites handicap familles,URBILOG COMPETHANCE EA,https://dora.inclusion.gouv.fr/structures/urbilog,data.inclusion.gouv.fr,data_inclusion_dora
ldp59-ha@lenord.fr,departement_solidarites,2-relais-qualifie,59,Villeneuve-d'Ascq,departement,Laboratoire départemental d'analyses - Nord,https://lannuaire.service-public.gouv.fr/hauts-de-france/nord/1b79674f-fc4a-4094-8202-0d9062b9af85,Annuaire de l'administration Service-public.fr,administrations_relais_59
codefi.ccsf60@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,60,,departement,Comité départemental d’examen des difficultés des entreprises (Codefi)  - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/c4857e74-a7f9-4521-95cc-94bb4e6873b6,Annuaire de l'administration Service-public.fr,administrations_relais_60
cd.60@ordre.medecin.fr,departement_solidarites,2-relais-qualifie,60,Agnetz,departement,Conseil départemental de l'ordre des médecins - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/76c9aee4-8fe5-48bd-8f70-1dac30c69fcd,Annuaire de l'administration Service-public.fr,departements
cdad-oise@justice.fr,departement_solidarites,2-relais-qualifie,60,BEAUVAIS,departement,Conseil départemental d'accès au droit de l'Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/993465f2-5535-42e4-b42e-b377fda1b8ac,Annuaire de l'administration Service-public.fr,departements
allo-oise-handicap@oise.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Maison Départemental de l'Autonomie de l'Oise (MDA)  - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/c32abeeb-ddec-48ec-bddc-c67faa67d1a4,Annuaire de l'administration Service-public.fr,administrations_relais_60
archives@oise.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Archives départementales - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/d7395caa-1078-431a-ba3a-5db08aba6e61,Annuaire de l'administration Service-public.fr,administrations_relais_60
contact@adil60.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Agence départementale d'information sur le logement (ADIL) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/8867bb4f-4abd-4652-babd-f18a34f8dc32,Annuaire de l'administration Service-public.fr,administrations_relais_60
contact@ipsho.org,departement_solidarites,2-relais-qualifie,60,Beauvais,solidarites handicap familles,INSERTION PROFES SUIVI HANDICAPES OISE IPSHO,https://dora.inclusion.gouv.fr/structures/insertion-profes-sui,data.inclusion.gouv.fr,data_inclusion_dora
ddcs-droitsdesfemmes@oise.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Délégation départementale aux droits des femmes et à l'égalité (DDDFE) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/4674e8b0-8e2a-4d7e-b8f8-e59cb5c0a0bc,Annuaire de l'administration Service-public.fr,administrations_relais_60
ddets-direction@oise.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Commission départementale de conciliation - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/2c269448-6a59-4d45-b911-3d25422bb2c2,Annuaire de l'administration Service-public.fr,administrations_relais_60
ddfip60@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Direction départementale des finances publiques (DDFIP) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/f924f658-718d-43fc-9a88-25fb04659079,Annuaire de l'administration Service-public.fr,administrations_relais_60
ddt@oise.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Direction départementale des territoires (DDT) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/45b25649-e7e5-4020-923c-845fa95a5b64,Annuaire de l'administration Service-public.fr,administrations_relais_60
delemil60@wanadoo.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Délégation militaire départementale (DMD) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/67ab6166-bbbf-40a5-abc3-9a3781be2d2a,Annuaire de l'administration Service-public.fr,administrations_relais_60
ggd60@gendarmerie.interieur.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Groupement de gendarmerie départementale - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/84d209fc-08b9-44c7-a612-0ebca9ef9d49,Annuaire de l'administration Service-public.fr,administrations_relais_60
severine.binet@ac-amiens.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Délégué départemental à la vie associative (DDVA) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/40228a6f-9d2d-4067-ae46-4af65fda1810,Annuaire de l'administration Service-public.fr,administrations_relais_60
sgc-direction@oise.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Secrétariat général commun départemental - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/48a4cb66-7687-4eae-8dd8-989389cd0351,Annuaire de l'administration Service-public.fr,administrations_relais_60
t060090@dgfip.finances.fr,departement_solidarites,2-relais-qualifie,60,Beauvais,departement,Paierie départementale - Oise - Beauvais,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/9607a3b7-235f-4c07-bc78-b053cf7fee4d,Annuaire de l'administration Service-public.fr,administrations_relais_60
conciliateurfiscal60@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,60,Beauvais Cedex,departement,Conciliateur fiscal départemental - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/ebbce0cc-4155-4c72-8739-b96a8e5ceb22,Annuaire de l'administration Service-public.fr,administrations_relais_60
pcb@udaf60.fr,departement_solidarites,2-relais-qualifie,60,Beauvais cedex,departement,Point conseil budget - Union départementale des associations familiales (UDAF 60) - Beauvais,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/f6c142d6-0fd3-4baa-9fc6-f9fd0b43ba95,Annuaire de l'administration Service-public.fr,administrations_relais_60
contact@fdc60.com,departement_solidarites,2-relais-qualifie,60,Clermont Cedex,departement,Fédération départementale des chasseurs - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/3929ec15-848f-4804-a9f4-ee2fba700819,Annuaire de l'administration Service-public.fr,administrations_relais_60
sdap.oise@culture.gouv.fr,departement_solidarites,2-relais-qualifie,60,Compiègne,departement,Unité départementale de l'architecture et du patrimoine (UDAP) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/3a8767f6-aabc-4a5b-997a-fdf2c9bdcd82,Annuaire de l'administration Service-public.fr,administrations_relais_60
accueil@csrgrandvilliers.fr,departement_solidarites,2-relais-qualifie,60,Grandvilliers,solidarites handicap familles,Centre Social Rural du Canton de Grandvilliers,https://dora.inclusion.gouv.fr/structures/c-s-r-de-grandvillie,data.inclusion.gouv.fr,data_inclusion_dora
contact@oise.fr,departement_solidarites,2-relais-qualifie,60,Grandvilliers,solidarites departementales,Maison Départementale de la Solidarité (MDS) Grandvilliers,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/4b9009ed-5b0b-4d27-97d0-d9cd9849fbbf,Annuaire de l'administration Service-public.fr,departement_ase
accueil60@capinterimfrance.fr,departement_solidarites,2-relais-qualifie,60,Nogent-sur-Oise,solidarites handicap familles,CAP INTERIM FRANCE- Nogent sur Oise,https://emplois.inclusion.beta.gouv.fr/company/2726/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
directeur@sdis60.fr,departement_solidarites,2-relais-qualifie,60,Tillé,departement,Service départemental d'incendie et de secours (SDIS) - Oise,https://lannuaire.service-public.gouv.fr/hauts-de-france/oise/9e99c256-eecd-47d5-b625-8286d0bc3f3e,Annuaire de l'administration Service-public.fr,administrations_relais_60
lanthurium.association@gmail.com,departement_solidarites,2-relais-qualifie,60,Trosly-Breuil,solidarites handicap familles,ASSOCIATION L'ANTHURIUM,https://dora.inclusion.gouv.fr/structures/association-lanthuri,data.inclusion.gouv.fr,data_inclusion_dora
codefi.ccsf61@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,61,,departement,Comité départemental d’examen des difficultés des entreprises (Codefi)  - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/09ae74b3-76f2-4917-8aa4-9d8c3316f761,Annuaire de l'administration Service-public.fr,administrations_relais_61
cdad.orne@justice.fr,departement_solidarites,2-relais-qualifie,61,ALENCON,departement,Conseil départemental d'accès au droit de l'Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/cbd420b6-75a1-4072-9526-1a0d48c9a70e,Annuaire de l'administration Service-public.fr,departements
adil61@wanadoo.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Agence départementale d'information sur le logement (ADIL) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/491fde3f-30a7-4a42-a800-63bda6109b05,Annuaire de l'administration Service-public.fr,administrations_relais_61
alencon@capemploi61.com,departement_solidarites,2-relais-qualifie,61,Alençon,solidarites handicap familles,CAP EMPLOI ORNE,https://emplois.inclusion.beta.gouv.fr/prescribers/2711/card,data.inclusion.gouv.fr,data_inclusion_emplois-de-linclusion
archives@orne.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Archives départementales - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/6e4f8979-6815-4354-af7f-c115c59f2c1f,Annuaire de l'administration Service-public.fr,administrations_relais_61
ars-normandie-dd61@ars.sante.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Agence régionale de santé (ARS) - Délégation départementale - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/92e05319-6c94-49c4-ad74-b4f64da22cf6,Annuaire de l'administration Service-public.fr,administrations_relais_61
ce.dsden61@ac-caen.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Direction des services départementaux de l'Éducation nationale (DSDEN) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/064817d5-d49e-429c-ac20-4ceec0fba50f,Annuaire de l'administration Service-public.fr,administrations_relais_61
communication@sdis61.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Service départemental d'incendie et de secours (SDIS) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/bbb6c041-7400-40ad-affb-a5d2622a0466,Annuaire de l'administration Service-public.fr,administrations_relais_61
contact@orne.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Conseil départemental - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/bf166589-baf3-4e87-838c-78b18c691a98,Annuaire de l'administration Service-public.fr,departements
ddfip61@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Direction départementale des finances publiques (DDFIP) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/52831a6a-550f-4633-bbf7-c50e0ea8486f,Annuaire de l'administration Service-public.fr,administrations_relais_61
ddt@orne.gouv.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Commission départementale de conciliation - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/d7b3ae4a-3ffb-49d8-b93f-ff427722aa1c,Annuaire de l'administration Service-public.fr,administrations_relais_61
dmd61.cmi.fct@def.gouv.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Délégation militaire départementale (DMD) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/da6b10d8-1129-4cc5-a29b-ac28757a4727,Annuaire de l'administration Service-public.fr,administrations_relais_61
lo-client@laboratoire-labeo.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Laboratoire départemental d'analyses - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/1bd7b98e-c40b-4c3e-994e-35b358d07be2,Annuaire de l'administration Service-public.fr,administrations_relais_61
mda.accueil@orne.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Maison Départementale de l'Autonomie (MDA) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/82022d06-3815-4aa8-9c79-ed96cf7a7020,Annuaire de l'administration Service-public.fr,administrations_relais_61
mdo@orne.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Médiathèque départementale - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/79026db5-5b5d-4848-be69-65510e889423,Annuaire de l'administration Service-public.fr,administrations_relais_61
orne@61.medecin.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Conseil départemental de l'ordre des médecins - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/961d0c66-b85b-4dfb-870f-2e44c70a1865,Annuaire de l'administration Service-public.fr,departements
sgc-direction@orne.gouv.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Secrétariat général commun départemental - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/444353a2-969d-4cde-b5aa-2142c6a64371,Annuaire de l'administration Service-public.fr,administrations_relais_61
t061090@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,61,Alençon,departement,Paierie départementale - Orne - Alençon,https://lannuaire.service-public.gouv.fr/normandie/orne/7ec39ee6-629f-46b8-81dd-bbb1c29f3e96,Annuaire de l'administration Service-public.fr,administrations_relais_61
conciliateurfiscal61@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,61,Alençon Cedex,departement,Conciliateur fiscal départemental - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/528935fa-b4d2-40bc-8a9e-6e93c0af7300,Annuaire de l'administration Service-public.fr,administrations_relais_61
sdif.orne@dgfip.finances.gouv.fr,departement_solidarites,2-relais-qualifie,61,Argentan,departement,Service départemental des impôts foncier (SDIF) Orne - Argentan,https://lannuaire.service-public.gouv.fr/normandie/orne/016f7c27-79af-4897-9378-927da03737d8,Annuaire de l'administration Service-public.fr,administrations_relais_61
accueil@capeb61.fr,departement_solidarites,2-relais-qualifie,61,Cerisé,departement,Confédération départementale de l'artisanat et des petites entreprises du bâtiment  (Capeb) - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/fd2da5d6-ac3f-4544-8fcb-370ced0a1c0f,Annuaire de l'administration Service-public.fr,administrations_relais_61
fdc61@fdc61.fr,departement_solidarites,2-relais-qualifie,61,Gouffern-en-Auge,departement,Fédération départementale des chasseurs - Orne,https://lannuaire.service-public.gouv.fr/normandie/orne/b59ba7e9-6c3d-435a-9965-7c9efdd5f665,Annuaire de l'administration Service-public.fr,administrations_relais_61
accueil@cdchautsperche.fr,departement_solidarites,2-relais-qualifie,61,Longny les Villages,solidarites handicap familles,CC DES HAUTS DU PERCHE,https://dora.inclusion.gouv.fr/structures/cc-des-hauts-du-perc,data.inclusion.gouv.fr,data_inclusion_dora
