email,type_contact,department,category,source_url,page_title,query
sgc.mauriac@dgfip.finances.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/10bef15d-af7c-45c4-98bf-a2ab7e27bb33,Service de gestion comptable (SGC) - Mauriac,official source: Annuaire de l'administration Service-public.fr
sgc.saint-flour@dgfip.finances.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/167b385d-ece7-431b-adc0-88f02e073d7a,Service de gestion comptable (SGC) - Saint-Flour,official source: Annuaire de l'administration Service-public.fr
sp-saint-flour@cantal.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/42e8e29e-cb13-4ed7-b5a8-021483f3721b,Point d'accueil numérique - Saint-Flour (Sous-préfecture),official source: Annuaire de l'administration Service-public.fr
spfe.cantal@dgfip.finances.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/957dbf88-f7d0-439b-b90f-9eddc807b819,Service de la publicité foncière et de l'enregistrement (SPFE) - Aurillac,official source: Annuaire de l'administration Service-public.fr
tprx-st-flour@justice.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/fecc1d19-b3c8-408e-ad93-cc6e9bf752de,Tribunal de proximité de Saint-Flour,official source: Annuaire de l'administration Service-public.fr
ud-cap.dreal-ara@developpement-durable.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/bce070be-f029-4f91-ab90-b037e15d6a89,"Direction régionale de l'environnement, de l'aménagement et du logement (Dréal) Auvergne-Rhône-Alpes - Unité interdépartementale Cantal, Allier et Puy-de-Dôme (Aurillac)",official source: Annuaire de l'administration Service-public.fr
udap.cantal@culture.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/2cf8adce-cc90-4f1c-bcbd-9b41c3faa4ae,Unité départementale de l'architecture et du patrimoine (UDAP) - Cantal,official source: Annuaire de l'administration Service-public.fr
vic-sur-cere@france-services.gouv.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/5de486ba-9cf2-46da-ba46-51b876e33756,France services - Vic-sur-Cère,official source: Annuaire de l'administration Service-public.fr
vsouquiere@cantal.fr,collectivite_administration,cantal,administration collectivite service public,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/ecf8fa0e-70d6-4863-90f9-9bd4facb36fc,Centre de protection maternelle et infantile (PMI) - Aurillac,official source: Annuaire de l'administration Service-public.fr
ada15.contact@gmail.com,association,cantal,association accessibilite culture,https://www.culture.cantal.fr/images/portail/Reseau_culturel/V3web_Accessibilite_de_la_culture.pdf,Reseau culturel Cantal,manual public source: association accessibilite culture
contact@cantadear.fr,association,cantal,association agriculture paysanne,https://www.leguidepratique.com/guide/aurillac/cadre-de-vie/environnement-associations/adear-cantal,ADEAR Cantal,manual public source: association agriculture paysanne
aurillac-cantal@clcv.org,association,cantal,association consommateurs usagers,https://www.aurillac.fr/associations/annuaire/clcv-aurillac-cantal/,CLCV Aurillac-Cantal,manual public source: association consommateurs usagers
chorale.multiphonie@cantalpassion.com,association,cantal,association culturelle,https://www.aurillac.fr/associations/annuaire/chorale-multiphonie-2/,Chorale Multiphonie,manual public source: association culturelle
uiha@orange.fr,association,cantal,association culturelle,https://www.aurillac.fr/associations/annuaire/uiha-aurillac/,Universite Inter Age de Haute Auvergne,manual public source: association culturelle
contact@ieo-cantal.com,association,cantal,association culturelle education populaire,https://www.aurillac.fr/wp-content/uploads/2020/12/IEO-du-Cantal-ques-aquo.pdf,IEO du Cantal,manual public source: association culturelle education populaire
asso.baara@gmail.com,jeunesse_loisirs,cantal,association culturelle jeunesse,https://www.aurillac.fr/associations/annuaire/association-baara/,Association Baara,manual public source: association culturelle jeunesse
cidff.15@orange.fr,social_insertion,cantal,association droits familles insertion,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/cidf-15014-01,CIDFF Cantal,manual public source: association droits familles insertion
enfanceetchansons@orange.fr,jeunesse_loisirs,cantal,association jeunesse culture,https://www.aurillac.fr/associations/annuaire/enfance-et-chansons/,Enfance et Chansons - Aurillac,manual public source: association jeunesse culture
bc.aurillac@gmail.com,association,cantal,association loisirs,https://www.aurillac.fr/associations/annuaire/aurillac-bridge-club/,Aurillac Bridge Club,manual public source: association loisirs
fcpe.cantal@gmail.com,association_parents,cantal,association parents eleves,https://georges-brassens-ydes.ent.auvergnerhonealpes.fr/lectureFichiergw.do?ID_FICHIER=12044,FCPE Cantal,manual public source: association parents eleves
direction@anef15.fr,social_insertion,cantal,association sociale justice insertion,https://www.anjap.org/IMG/pdf/repertoire_pe_-_federation_citoyens_et_justice_-_2022.pdf,ANEF Cantal,manual public source: association sociale justice insertion
accueil@csalacroiseedesautres.fr,social_insertion,cantal,centre social,https://www.cantal.gouv.fr/index.php/Action-de-l-Etat/Jeunesse.-Sports-Vie-associative/Vie-associative/Le-FDVA/Contacts-Guid-Asso-SDEJS-15,Contacts Guid'Asso et SDEJS 15,manual public source: centre social
centre.social.vallee.authre@csiva.fr,social_insertion,cantal,centre social,https://www.cantal.gouv.fr/index.php/Action-de-l-Etat/Jeunesse.-Sports-Vie-associative/Vie-associative/Le-FDVA/Contacts-Guid-Asso-SDEJS-15,Contacts Guid'Asso et SDEJS 15,manual public source: centre social
directioncentresocial@asljmauriac.com,jeunesse_loisirs,cantal,centre social jeunesse loisirs,https://www.cantal.gouv.fr/index.php/Action-de-l-Etat/Jeunesse.-Sports-Vie-associative/Vie-associative/Le-FDVA/Contacts-Guid-Asso-SDEJS-15,Contacts Guid'Asso et SDEJS 15,manual public source: centre social jeunesse loisirs
acceuil@cantal.cci.fr,acteur_economique,cantal,chambre commerce industrie,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/1b31a8ac-bd84-437c-bb7b-3402fb997bdf,CCI 15 Cantal - Service Public,manual public source: chambre commerce industrie
dg@cantal.cci.fr,acteur_economique,cantal,chambre commerce industrie,https://www.allbiz.fr/chambre-de-commerce-daurillac-et-du_1c-04-71-45-40-40,Chambre de Commerce d'Aurillac et du Cantal,manual public source: chambre commerce industrie
aurillac@asptt.com,sport,cantal,club sportif,https://cdos-cantal.fr/les-comites/,Les comites - CDOS Cantal,manual public source: club sportif
autoclub@sfr.fr,sport,cantal,club sportif,https://www.aurillac.fr/associations/annuaire/auto-club-du-cantal/,Auto Club du Cantal,manual public source: club sportif
cd.athle15@gmail.com,sport,cantal,club sportif,https://cdos-cantal.fr/les-comites/,Les comites - CDOS Cantal,manual public source: club sportif
comitecantalasptt@gmail.com,sport,cantal,club sportif,https://cdos-cantal.fr/les-comites/,Les comites - CDOS Cantal,manual public source: club sportif
contact@la-cantalienne.fr,sport,cantal,club sportif,https://www.la-cantalienne.fr/,La Cantalienne,manual public source: club sportif
murmurnature15.asso@gmail.com,sport,cantal,club sportif,https://www.ffme.fr/club/3102/,Mur-Mur Nature Cantal,manual public source: club sportif
cvad.asso@gmail.com,sport,cantal,club sportif loisirs,https://cdos-cantal.fr/les-comites/,Les comites - CDOS Cantal,manual public source: club sportif loisirs
fcpe@fcpe.asso.fr,association_parents,cantal,federation parents eleves,https://www.fcpe.asso.fr/pres-chez-vous,FCPE nationale,manual public source: federation parents eleves
pref-sp-mauriac-associations@cantal.gouv.fr,association,cantal,greffe associations,https://lannuaire.service-public.fr/auvergne-rhone-alpes/cantal/ccbbe095-108c-4012-aed1-d45c512aa3f9/avertissement-demande-de-mise-a-jour,Greffe des associations Cantal Mauriac,manual public source: greffe associations
15villedieu.mairie@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/2250647f-f1c3-4dba-a511-3fd6313d288d,Mairie - Villedieu,official source: Annuaire de l'administration Service-public.fr
accueil@mairie-ytrac.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/1d76f1ed-d7f1-4b98-9403-9e752d961c68,Mairie - Ytrac,official source: Annuaire de l'administration Service-public.fr
accueil@mairiedemassiac.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/9556e7fb-c58c-4020-a0dd-11c15820c583,Mairie - Massiac,official source: Annuaire de l'administration Service-public.fr
accueil@ruynes-margeride.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/c8359aa3-8e23-4ba5-b3a5-b124f7ba6458,Mairie - Ruynes-en-Margeride,official source: Annuaire de l'administration Service-public.fr
accueilmairie@allanche15.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/4c8106f0-7ac8-4863-b868-e3e1066c7006,Mairie - Allanche,official source: Annuaire de l'administration Service-public.fr
administration@aurillac.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/36cb4285-18ee-45f8-b781-2bfe3b352986,Mairie - Aurillac,official source: Annuaire de l'administration Service-public.fr
administration@mairiedemurat.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/6fa0f312-7df9-427c-8fa7-7bdd22c319a8,Mairie - Murat,official source: Annuaire de l'administration Service-public.fr
auzers.mairie@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/5b452f18-b065-497a-9c50-aa1923d7ff66,Mairie - Auzers,official source: Annuaire de l'administration Service-public.fr
badailhac.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/a920e62a-140e-4b35-aafc-c9856cb136bb,Mairie - Badailhac,official source: Annuaire de l'administration Service-public.fr
chalinargues.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/3b941474-5efc-4cac-ade9-c837d5b66afb,Mairie - Chalinargues,official source: Annuaire de l'administration Service-public.fr
chapelle-laurent.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/c97def38-b05f-4399-866f-ed5c10bbd551,Mairie - La Chapelle-Laurent,official source: Annuaire de l'administration Service-public.fr
chapellealagnon.mairie@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/38435c6c-071e-4658-b090-117efb3e066c,Mairie - La Chapelle-d'Alagnon,official source: Annuaire de l'administration Service-public.fr
coltines@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/d737413d-a6d0-4329-b6da-1c4aaff0ef06,Mairie - Coltines,official source: Annuaire de l'administration Service-public.fr
commune-chazelles@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/377ebd4e-5800-4e66-b402-a3b83c447d56,Mairie - Chazelles,official source: Annuaire de l'administration Service-public.fr
commune-de-raulhac@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/4ebab5b7-9a84-4d46-bc5c-89a6f0348ec5,Mairie - Raulhac,official source: Annuaire de l'administration Service-public.fr
commune-de-sauvat@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/a48bcf69-7f65-4e11-8df6-cae3463eaaf0,Mairie - Sauvat,official source: Annuaire de l'administration Service-public.fr
commune-de-tiviers@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/150dd383-29e0-45dc-87aa-ecb1b13e43b4,Mairie - Tiviers,official source: Annuaire de l'administration Service-public.fr
commune-de-vernols@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/9e1a1703-b806-433d-abeb-1e9e4942c653,Mairie - Vernols,official source: Annuaire de l'administration Service-public.fr
commune-roffiac@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/565bc40d-7cee-4398-a941-02e089b7ad27,Mairie - Roffiac,official source: Annuaire de l'administration Service-public.fr
commune.ferrieresstmary@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/d3af547d-f289-4af0-b253-da7558cbe21f,Mairie - Ferrières-Saint-Mary,official source: Annuaire de l'administration Service-public.fr
commune.rageade@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/e29b71ce-6e2b-4abc-a887-5e39b1a47368,Mairie - Rageade,official source: Annuaire de l'administration Service-public.fr
commune.valjouze@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/76ecd6c5-375d-4639-a41a-3dd2885a214e,Mairie - Valjouze,official source: Annuaire de l'administration Service-public.fr
commune.vitrac@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/ad26ff7b-5f5e-4a18-a204-8942b5992db9,Mairie - Vitrac,official source: Annuaire de l'administration Service-public.fr
communeboisset@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/dfe9797f-6fc7-4c63-a475-b2291ac7e577,Mairie - Boisset,official source: Annuaire de l'administration Service-public.fr
communedelasegalassiere@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/e85e86db-669c-4c6f-b0da-6911473c3a01,Mairie - La Ségalassière,official source: Annuaire de l'administration Service-public.fr
communedesalins@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/dbde99e2-f2bc-4dd4-9c8d-56c7e5a396b8,Mairie - Salins,official source: Annuaire de l'administration Service-public.fr
communepaulhac@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/6f32f0a2-3791-4914-914a-69109c8a3c22,Mairie - Paulhac,official source: Annuaire de l'administration Service-public.fr
condat.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/4b7ac004-660c-4293-a4da-dbf2c088dcc1,Mairie - Condat,official source: Annuaire de l'administration Service-public.fr
contact@chaudes-aigues.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/73bbc6b6-a13c-4ce9-b019-fc77cbf21c93,Mairie - Chaudes-Aigues,official source: Annuaire de l'administration Service-public.fr
contact@mairieayrens.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/f7f1de22-89e2-491e-ac26-c86c0f465f2c,Mairie - Ayrens,official source: Annuaire de l'administration Service-public.fr
contact@mairiesalers.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/644a9521-080b-4e8f-959e-480c0a9d6508,Mairie - Salers,official source: Annuaire de l'administration Service-public.fr
contact@neuveglisesurtruyere.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/fc0f2b49-a987-48e9-b936-a1be704a1ee4,Mairie - Neuvéglise-sur-Truyère,official source: Annuaire de l'administration Service-public.fr
contact@pleaux.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/835a3699-2d7c-4cc0-b817-9f51a79ea69b,Mairie - Pleaux,official source: Annuaire de l'administration Service-public.fr
courrier@stmamet-lasalvetat.com,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/a0ce3f8b-3205-44a9-9878-e31288e389aa,Mairie - Saint-Mamet-la-Salvetat,official source: Annuaire de l'administration Service-public.fr
ecole.jou-sous-monjou@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/daf42db1-0477-4ca0-98d9-672c11672306,Mairie - Jou-sous-Monjou,official source: Annuaire de l'administration Service-public.fr
espinasse.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/afda0fdf-18c3-4c12-83a4-d6075b6dbb70,Mairie - Espinasse,official source: Annuaire de l'administration Service-public.fr
freixanglards.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/1134818c-e55d-4aae-8349-89ba44d99a00,Mairie - Freix-Anglards,official source: Annuaire de l'administration Service-public.fr
girgols@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/3f6f1911-f493-4559-9376-8679889a60c9,Mairie - Girgols,official source: Annuaire de l'administration Service-public.fr
gourdieges.commune@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/ec4808c4-db98-43ea-b054-1106979cbfc3,Mairie - Gourdièges,official source: Annuaire de l'administration Service-public.fr
ladinhac.mairie@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/8536539c-09ac-465f-9185-2a7e7d057c99,Mairie - Ladinhac,official source: Annuaire de l'administration Service-public.fr
landeyrat.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/c1dae4c8-81ff-4c54-bbb0-38db5a13c6c0,Mairie - Landeyrat,official source: Annuaire de l'administration Service-public.fr
laurie36@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/f2208568-0365-4194-90c6-76139eb87300,Mairie - Laurie,official source: Annuaire de l'administration Service-public.fr
leynhac.mairie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/e343a3fb-4516-4e7b-b735-5d42a412cf57,Mairie - Leynhac,official source: Annuaire de l'administration Service-public.fr
leyvaux@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/54bce81f-4bd9-4bfd-9190-dcc0e7d973cb,Mairie - Leyvaux,official source: Annuaire de l'administration Service-public.fr
m.eulalie@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/10075bf6-5e8a-407d-869c-c7eb935472ff,Mairie - Sainte-Eulalie,official source: Annuaire de l'administration Service-public.fr
mairie-andelat@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/5aa23fad-a955-4d41-aa66-16183de97994,Mairie - Andelat,official source: Annuaire de l'administration Service-public.fr
mairie-beaulieu3@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/05822487-221b-457a-8753-77a06257e065,Mairie - Beaulieu,official source: Annuaire de l'administration Service-public.fr
mairie-chanterelle@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/2bef2411-e83e-4c8f-a23a-eb5cf55171b0,Mairie - Chanterelle,official source: Annuaire de l'administration Service-public.fr
mairie-cros@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/de305615-36e6-420b-8789-fee24fb1f67e,Mairie - Cros-de-Ronesque,official source: Annuaire de l'administration Service-public.fr
mairie-de-meallet@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/3f8e409e-7d40-44d9-9236-b7e05369e865,Mairie - Méallet,official source: Annuaire de l'administration Service-public.fr
mairie-malbo@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/914d3bd3-2867-4199-a960-f324d0c291fb,Mairie - Malbo,official source: Annuaire de l'administration Service-public.fr
mairie-marcoles@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/2add48d9-9ae7-47fe-bf52-28a2f874edb4,Mairie - Marcolès,official source: Annuaire de l'administration Service-public.fr
mairie-montboudif@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/74da15e9-c42d-4145-9f67-02f7623b0b80,Mairie - Montboudif,official source: Annuaire de l'administration Service-public.fr
mairie-montsalvy@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/fb544046-234b-41e3-8e2a-5433070f0f90,Mairie - Montsalvy,official source: Annuaire de l'administration Service-public.fr
mairie-moussages@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/bd857b0c-7164-4047-8a18-7084971c207a,Mairie - Moussages,official source: Annuaire de l'administration Service-public.fr
mairie-naucelles@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/9e837600-9d75-41d3-9f52-4fb51ef3a300,Mairie - Naucelles,official source: Annuaire de l'administration Service-public.fr
mairie-rouziers@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/32c95952-fffd-4cd8-8388-6b4b7ecc94e2,Mairie - Rouziers,official source: Annuaire de l'administration Service-public.fr
mairie-saintclement@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/eecf119d-122f-48d3-a071-126592df4af1,Mairie - Saint-Clément,official source: Annuaire de l'administration Service-public.fr
mairie-siran@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/5337176f-932f-415f-848a-9430a8fbafb7,Mairie - Siran,official source: Annuaire de l'administration Service-public.fr
mairie-sourniac@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/15b28163-503d-4df4-8549-1d5808030a7b,Mairie - Sourniac,official source: Annuaire de l'administration Service-public.fr
mairie-st-etienne@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/546b5c5e-c57c-40d8-ac8d-b4be16bbebfd,Mairie - Saint-Étienne-de-Maurs,official source: Annuaire de l'administration Service-public.fr
mairie-st-jacques-des-blats@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/6fa0b22f-a857-467c-ac83-a429fd0fd579,Mairie - Saint-Jacques-des-Blats,official source: Annuaire de l'administration Service-public.fr
mairie-st-paul-des-landes@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/cdf40cd4-e92a-4594-aec5-9588c15012c4,Mairie - Saint-Paul-des-Landes,official source: Annuaire de l'administration Service-public.fr
mairie-stgeorges@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/ab1cde43-6074-4199-9f7a-9c311981dfaa,Mairie - Saint-Georges,official source: Annuaire de l'administration Service-public.fr
mairie-stvincent@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/8d3becab-1d3e-4b31-b6c8-ea03b6ad1488,Mairie - Saint-Vincent-de-Salers,official source: Annuaire de l'administration Service-public.fr
mairie-tanavelle@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/dee4261e-66d0-4738-8ad3-1f9e0e7c02df,Mairie - Tanavelle,official source: Annuaire de l'administration Service-public.fr
mairie-vabres@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/f6833785-7c24-43dd-96eb-489372271ea3,Mairie - Vabres,official source: Annuaire de l'administration Service-public.fr
mairie-veyrieres@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/0b71000c-669e-4bc0-826d-86d309a917c8,Mairie - Veyrières,official source: Annuaire de l'administration Service-public.fr
mairie.albepierre@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/2aec2d3e-ee3d-4b74-9342-edd285297789,Mairie - Albepierre-Bredons,official source: Annuaire de l'administration Service-public.fr
mairie.anglards0641@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/9cadafa0-da72-4d07-8779-9e2741c9d2fd,Mairie - Anglards-de-Saint-Flour,official source: Annuaire de l'administration Service-public.fr
mairie.anterrieux@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/fc721815-794c-4858-94c1-f434bc063566,Mairie - Anterrieux,official source: Annuaire de l'administration Service-public.fr
mairie.antignac@orange.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/73415221-6c2e-4abe-a24e-1bd8d24e1aba,Mairie - Antignac,official source: Annuaire de l'administration Service-public.fr
mairie.apchon@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/8f1fc1f0-9792-4657-b756-03d5aab534a1,Mairie - Apchon,official source: Annuaire de l'administration Service-public.fr
mairie.arches@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/82fe74f7-882f-4425-9149-644207d4f9d1,Mairie - Arches,official source: Annuaire de l'administration Service-public.fr
mairie.auriac.leglise@wanadoo.fr,collectivite_administration,cantal,mairie collectivite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/cantal/459dac00-fa84-4544-afcd-90757fce8204,Mairie - Auriac-l'Église,official source: Annuaire de l'administration Service-public.fr
