email,type_contact,priority,department_code,commune,category,organization,source_url,source_name,query
espace.jeunesse@st-esteve.com,info_jeunes_pij,1-coeur-cible,66,Saint-Estève,PIJ information jeunesse,Point information jeunesse - Saint-Estève,https://lannuaire.service-public.gouv.fr/occitanie/pyrenees-orientales/5e54045e-1dbd-421c-84af-ec6090476e77,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pointjeunes@saint-laurent-de-la-salanque.fr,info_jeunes_pij,1-coeur-cible,66,Saint-Laurent-de-la-Salanque,PIJ information jeunesse,Point information jeunesse - Saint-Laurent-de-la-Salanque,https://lannuaire.service-public.gouv.fr/occitanie/pyrenees-orientales/d4463918-4964-4cf3-9f4c-b035eba4be69,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse.salses@francas66.fr,info_jeunes_pij,1-coeur-cible,66,Salses-le-Château,PIJ information jeunesse,Point information jeunesse - Salses-le-Château,https://lannuaire.service-public.gouv.fr/occitanie/pyrenees-orientales/207e29cf-c0de-43b0-bcf5-aff9c8e56ff3,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@cc-aspres.fr,info_jeunes_pij,1-coeur-cible,66,Thuir,PIJ information jeunesse,Point information jeunesse - Communauté de communes des Aspres,https://lannuaire.service-public.gouv.fr/occitanie/pyrenees-orientales/419dbdc4-67f1-479c-bb1d-33298a2d051a,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace.jeunes@toulouges.fr,info_jeunes_pij,1-coeur-cible,66,Toulouges,PIJ information jeunesse,Point information jeunesse - Toulouges,https://lannuaire.service-public.gouv.fr/occitanie/pyrenees-orientales/ef1ba06f-6b59-4b6a-aa1f-bedbaa2da290,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@animations-marcko.fr,info_jeunes_pij,1-coeur-cible,67,Marckolsheim,PIJ information jeunesse,Point information jeunesse - Marckolsheim,https://lannuaire.service-public.gouv.fr/grand-est/bas-rhin/293a7576-5ae4-410e-8b6b-edf3853ed0ac,Annuaire de l'administration Service-public.fr,info_jeunes_pij
info@cscarimbaud.com,info_jeunes_pij,1-coeur-cible,67,Obernai,PIJ information jeunesse,Point information jeunesse - Obernai,https://lannuaire.service-public.gouv.fr/grand-est/bas-rhin/7c7b4753-dc6d-4af8-8675-d615c96201c2,Annuaire de l'administration Service-public.fr,info_jeunes_pij
mjcs@ville-schiltigheim.fr,info_jeunes_pij,1-coeur-cible,67,Schiltigheim,PIJ information jeunesse,Point information jeunesse - Schiltigheim,https://lannuaire.service-public.gouv.fr/grand-est/bas-rhin/192ce6f2-6d2e-45e8-b583-afb72d755177,Annuaire de l'administration Service-public.fr,info_jeunes_pij
escale@csc-robertsau.com,info_jeunes_pij,1-coeur-cible,67,Strasbourg,PIJ information jeunesse,Point information jeunesse - Strasbourg,https://lannuaire.service-public.gouv.fr/grand-est/bas-rhin/a8bdc26c-c90c-466c-a24f-da2af408ebdb,Annuaire de l'administration Service-public.fr,info_jeunes_pij
mdpstrasbourg@gmail.com,info_jeunes_pij,1-coeur-cible,67,Strasbourg,PIJ information jeunesse,Point information jeunesse - Strasbourg - La Meinau,https://lannuaire.service-public.gouv.fr/grand-est/bas-rhin/79c70fb3-8fcf-4546-bd01-1d1e2a864ca0,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@cc-selestat.fr,info_jeunes_pij,1-coeur-cible,67,Sélestat,PIJ information jeunesse,Point information jeunesse - Sélestat,https://lannuaire.service-public.gouv.fr/grand-est/bas-rhin/5226226c-55f9-45a3-a1c2-6617e9b0e710,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@cscagora.fr,info_jeunes_pij,1-coeur-cible,68,Cernay,PIJ information jeunesse,Point information jeunesse - Cernay,https://lannuaire.service-public.gouv.fr/grand-est/haut-rhin/f83018eb-5591-4301-893b-8de517153cd5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij.info@colmar.fr,info_jeunes_pij,1-coeur-cible,68,Colmar,PIJ information jeunesse,Bureau information jeunesse - Colmar,https://lannuaire.service-public.gouv.fr/grand-est/haut-rhin/ba26ba71-f677-4d1e-b627-2b8b5c544769,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace-jeunesse@ville-guebwiller.fr,info_jeunes_pij,1-coeur-cible,68,Guebwiller,PIJ information jeunesse,Point information jeunesse - Guebwiller,https://lannuaire.service-public.gouv.fr/grand-est/haut-rhin/b1d3983a-83d8-46bd-b7df-28e6298c165e,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bibliotheque@espace110.org,info_jeunes_pij,1-coeur-cible,68,Illzach,PIJ information jeunesse,Point information jeunesse - Illzach,https://lannuaire.service-public.gouv.fr/grand-est/haut-rhin/37b7bff0-aa8f-4173-8c6e-37edc779767f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
animation@issenheim.com,info_jeunes_pij,1-coeur-cible,68,Issenheim,PIJ information jeunesse,Point information jeunesse - Issenheim,https://lannuaire.service-public.gouv.fr/grand-est/haut-rhin/fe64fa74-9376-41ec-9be3-74f502b932be,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@crij-alsace.fr,info_jeunes_pij,1-coeur-cible,68,Mulhouse,PIJ information jeunesse,Centre information jeunesse - Sémaphore,https://lannuaire.service-public.gouv.fr/grand-est/haut-rhin/25b89e36-a130-46e7-9256-f7068ed37ee5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
coordo.jeunesse@capgenerations.org,info_jeunes_pij,1-coeur-cible,69,Châtillon,PIJ information jeunesse,Point information jeunesse - Châtillon,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/d50d2316-ff84-4548-8a39-941e7699f3b2,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse@vienne-condrieu-agglomeration.fr,info_jeunes_pij,1-coeur-cible,69,Condrieu,PIJ information jeunesse,Point information jeunesse - Condrieu,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/c8d9656b-9427-42d7-a816-8741fb2f54c8,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ville-corbas.fr,info_jeunes_pij,1-coeur-cible,69,Corbas,PIJ information jeunesse,Point information jeunesse - Corbas,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/5a0fbc66-8b04-4102-89aa-f2af6908748f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
justine.dejoux@utce.ifac.asso.fr,info_jeunes_pij,1-coeur-cible,69,Craponne,PIJ information jeunesse,Point information jeunesse - Craponne,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/54b6c5bf-a171-419a-b342-e196dcac0df6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace-jeunes@mairie-decines.fr,info_jeunes_pij,1-coeur-cible,69,Décines-Charpieu,PIJ information jeunesse,Bureau information jeunesse - Décines-Charpieu,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/e5098cc5-d833-4bca-bdc2-45d2454046c5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
emmanuel.berti@leolagrange.org,info_jeunes_pij,1-coeur-cible,69,Feyzin,PIJ information jeunesse,Point information jeunesse - Feyzin,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/abd6fa3d-a9cc-4554-901e-4ffbf0ca220c,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bertille.audard@fontaines-sur-saone.fr,info_jeunes_pij,1-coeur-cible,69,Fontaines-sur-Saône,PIJ information jeunesse,Point information jeunesse - Fontaines-sur-Saône,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/4abcf521-9c7b-4873-b1d5-82ba4ed16bd1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
sij@mairie-francheville69.fr,info_jeunes_pij,1-coeur-cible,69,Francheville,PIJ information jeunesse,Bureau information jeunesse - Francheville,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/18c9ac77-ba2d-47ee-9d69-aec31ca9fdc6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ville-givors.fr,info_jeunes_pij,1-coeur-cible,69,Givors,PIJ information jeunesse,Point information jeunesse - Givors,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/122ce9fd-6151-42c2-bb61-cf28eb6d80a2,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@paysdelarbresle.fr,info_jeunes_pij,1-coeur-cible,69,L'arbresle,PIJ information jeunesse,Point information jeunesse - L'Arbresle,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/732bd332-a218-4456-8f88-3a0650542626,Annuaire de l'administration Service-public.fr,info_jeunes_pij
julien.muet@lamulatiere.fr,info_jeunes_pij,1-coeur-cible,69,La Mulatière,PIJ information jeunesse,Point information jeunesse - La Mulatière,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/fec97f1e-d23b-40a0-8c59-95cb894deaf9,Annuaire de l'administration Service-public.fr,info_jeunes_pij
accueil@pole9.fr,info_jeunes_pij,1-coeur-cible,69,Lyon,PIJ information jeunesse,Point information jeunesse - Lyon - 9ème arrondissement,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/76f8a94b-b335-41df-9a42-8a2810a7e0f8,Annuaire de l'administration Service-public.fr,info_jeunes_pij
adrien@mjcmontchat.org,info_jeunes_pij,1-coeur-cible,69,Lyon,PIJ information jeunesse,Point information jeunesse - Lyon - 3ème arrondissement,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/ccb10202-9cd5-4a5a-8163-695fa2fe62d3,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@info-jeunes.fr,info_jeunes_pij,1-coeur-cible,69,Lyon,PIJ information jeunesse,Centre régional information jeunesse (CRIJ) - Auvergne Rhône-Alpes - Lyon,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/20b077de-3c21-4b54-937c-b946ccd98387,Annuaire de l'administration Service-public.fr,info_jeunes_pij
dimitri.valiau@mjc-confluence.fr,info_jeunes_pij,1-coeur-cible,69,Lyon,PIJ information jeunesse,Point information jeunesse - Lyon - 2ème arrondissement,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/92b59408-92bc-4f89-9f42-952d40a7c0ff,Annuaire de l'administration Service-public.fr,info_jeunes_pij
info-jeune@salledesrancy.com,info_jeunes_pij,1-coeur-cible,69,Lyon,PIJ information jeunesse,Point information jeunesse - Lyon - 3ème arrondissement,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/af990667-8e67-473b-8142-f5ddb6f90501,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse@csquartiervitalite.fr,info_jeunes_pij,1-coeur-cible,69,Lyon,PIJ information jeunesse,Point information jeunesse - Lyon - 1er arrondissement,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/f8b15717-18d8-4e8c-8973-21f178482c0b,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@meyzieu.fr,info_jeunes_pij,1-coeur-cible,69,Meyzieu,PIJ information jeunesse,Point information jeunesse - Meyzieu,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/f4c5aa3f-2698-4550-a3f4-43eb0d6b40a4,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@cc-paysmornantais.fr,info_jeunes_pij,1-coeur-cible,69,Mornant,PIJ information jeunesse,Bureau information jeunesse - Mornant,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/f50cc9e2-862f-4c03-9898-fed85c019e5a,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse@pierrebenite.fr,info_jeunes_pij,1-coeur-cible,69,Oullins-Pierre-Bénite,PIJ information jeunesse,Bureau information jeunesse - Oullins-Pierre-Bénite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/587323a6-5a72-421d-81e1-b7f2f13c1795,Annuaire de l'administration Service-public.fr,info_jeunes_pij
service.jeunesse@ville-oullins.fr,info_jeunes_pij,1-coeur-cible,69,Oullins-Pierre-Bénite,PIJ information jeunesse,Bureau information jeunesse - Oullins-Pierre-Bénite,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/074b80d2-930e-423b-b7a2-1f418719c144,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espacejeunes@rillieuxlapape.fr,info_jeunes_pij,1-coeur-cible,69,Rillieux-la-Pape,PIJ information jeunesse,Bureau information jeunesse - Rillieux-la-Pape,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/6384329d-853e-4a16-a644-976442b1cfe6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@saint-fons.fr,info_jeunes_pij,1-coeur-cible,69,Saint-Fons,PIJ information jeunesse,Point information jeunesse - Saint-Fons,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/969cf79a-96f0-4840-a7f4-3cf84c9758e1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@mairie-saintgenislaval.fr,info_jeunes_pij,1-coeur-cible,69,Saint-Genis-Laval,PIJ information jeunesse,Point information jeunesse - Saint-Genis-Laval,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/b3571778-9683-4518-93a2-687a5a1126e2,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@mairie-saint-priest.fr,info_jeunes_pij,1-coeur-cible,69,Saint-Priest,PIJ information jeunesse,Bureau information jeunesse - Saint-Priest,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/d94f1720-adf6-4690-a522-1b6195d15cc7,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ville-saintefoyleslyon.fr,info_jeunes_pij,1-coeur-cible,69,Sainte-Foy-lès-Lyon,PIJ information jeunesse,Point information jeunesse - Sainte-Foy-lès-Lyon,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/e756e550-fd66-4a5c-91d4-bc16b37e8cbd,Annuaire de l'administration Service-public.fr,info_jeunes_pij
eric.marchand@serezin-du-rhone.fr,info_jeunes_pij,1-coeur-cible,69,Sérézin-du-Rhône,PIJ information jeunesse,Point information jeunesse - Sérézin-du-Rhône,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/6658ba32-30eb-45c6-a197-85218f342407,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ville-tarare.fr,info_jeunes_pij,1-coeur-cible,69,Tarare,PIJ information jeunesse,Point information jeunesse - Tarare,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/1604ff18-366d-47de-b7c7-13fb3a5794e9,Annuaire de l'administration Service-public.fr,info_jeunes_pij
infojeunes@ccvl.fr,info_jeunes_pij,1-coeur-cible,69,Vaugneray,PIJ information jeunesse,Point information jeunesse - Vaugneray,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/3501a7bc-cbc7-4f1d-a9a8-e237fb709da8,Annuaire de l'administration Service-public.fr,info_jeunes_pij
service.jeunesse@mairie-vaulxenvelin.fr,info_jeunes_pij,1-coeur-cible,69,Vaulx-en-Velin,PIJ information jeunesse,Bureau information jeunesse - Vaulx-en-Velin,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/9e8e848d-5fab-43ae-aeff-d9a929d39370,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@mairie-villeurbanne.fr,info_jeunes_pij,1-coeur-cible,69,Villeurbanne,PIJ information jeunesse,Bureau information jeunesse - Villeurbanne,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/75dc72b5-29b5-4659-968c-7e7fcb4b06af,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@ville-venissieux.fr,info_jeunes_pij,1-coeur-cible,69,Vénissieux,PIJ information jeunesse,Bureau information jeunesse - Vénissieux,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/rhone/e46317ac-9904-4666-9077-bdfb5611a718,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijchampagney@jeunes-fc.com,info_jeunes_pij,1-coeur-cible,70,Champagney,PIJ information jeunesse,Point information jeunesse - Champagney,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/haute-saone/60f4f15d-7a18-4e1b-8d6c-66fda3daaa83,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijgray@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,70,Gray,PIJ information jeunesse,Bureau information jeunesse - Gray,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/haute-saone/4b30f36a-04fc-4642-bea5-6c51dfb4d13c,Annuaire de l'administration Service-public.fr,info_jeunes_pij
j.barata@hericourt.com,info_jeunes_pij,1-coeur-cible,70,Héricourt,PIJ information jeunesse,Point information jeunesse - Héricourt,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/haute-saone/053a2d01-f0ff-4286-a890-488d680e21a6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijlure@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,70,Lure,PIJ information jeunesse,Bureau information jeunesse - Lure,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/haute-saone/8b4643e2-55af-4999-82c9-3c02e238642f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijluxeuil@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,70,Luxeuil-les-Bains,PIJ information jeunesse,Bureau information jeunesse - Luxeuil-les-Bains,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/haute-saone/8820db40-fa16-4ca6-8aa6-877e1c84fa7d,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ij70@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,70,Vesoul,PIJ information jeunesse,Centre information jeunesse - Vesoul,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/haute-saone/84423125-31c0-458d-8475-4b187436de2d,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijbourbonlancy@jeunes-bsc.fr,info_jeunes_pij,1-coeur-cible,71,Bourbon-Lancy,PIJ information jeunesse,Point information jeunesse - Bourbon-Lancy,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/fb5a3f35-a84a-4727-b097-988e75430b4d,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijchagny@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,71,Chagny,PIJ information jeunesse,Point information jeunesse - Chagny,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/29cc0ec0-feca-4f25-a0b6-c246839f6028,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace.jeunesse@chalonsursaone.fr,info_jeunes_pij,1-coeur-cible,71,Chalon-sur-Saône,PIJ information jeunesse,Point information jeunesse - Chalon-sur-Saône,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/5ac3c220-ccf2-492b-a66b-12f378346532,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace.jeunesse@ville-digoin.fr,info_jeunes_pij,1-coeur-cible,71,Digoin,PIJ information jeunesse,Point information jeunesse - Digoin,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/dbab9494-31e7-44b5-bbb0-7477e5b19e71,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijgueugnon@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,71,Gueugnon,PIJ information jeunesse,Point information jeunesse - Gueugnon,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/86e10c14-1109-4fa1-a8d4-9a3e626c9e57,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ccmarcigny.fr,info_jeunes_pij,1-coeur-cible,71,Marcigny,PIJ information jeunesse,Point information jeunesse - Marcigny,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/77e7117e-bcaf-4fed-88ee-4de61ac9140e,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ijmacon@jeunes-bfc.fr,info_jeunes_pij,1-coeur-cible,71,Mâcon,PIJ information jeunesse,Point information jeunesse - Mâcon,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/ec49c8f7-49e2-4b60-b3ad-363d987403bf,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pif.maisondesfamilles@torcy71.fr,info_jeunes_pij,1-coeur-cible,71,Torcy,PIJ information jeunesse,Centre information jeunesse - Torcy,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/b004686b-52dc-4aa8-8033-be3700835d64,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij_tournus@ijbourgogne.com,info_jeunes_pij,1-coeur-cible,71,Tournus,PIJ information jeunesse,Point information jeunesse - Tournus,https://lannuaire.service-public.gouv.fr/bourgogne-franche-comte/saone-et-loire/f075c86c-6f5f-47df-9e20-bee8d7950e14,Annuaire de l'administration Service-public.fr,info_jeunes_pij
allonnes.pij@lemans.fr,info_jeunes_pij,1-coeur-cible,72,Allonnes,PIJ information jeunesse,Point information jeunesse - Allonnes,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/bc187a8a-e52f-4826-94f6-ccf0187e19da,Annuaire de l'administration Service-public.fr,info_jeunes_pij
accueil@cas-champagne.fr,info_jeunes_pij,1-coeur-cible,72,Champagné,PIJ information jeunesse,Point information jeunesse - Champagné,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/4f83e332-566c-4580-a73d-73e4d3c2ff2c,Annuaire de l'administration Service-public.fr,info_jeunes_pij
chateauduloir@ml-sartheloir.fr,info_jeunes_pij,1-coeur-cible,72,Château-du-Loir,PIJ information jeunesse,Point information jeunesse - Château-du-Loir,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/953bec00-753e-442a-8ea1-f8678c6197c1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
accueil.csescale@gmail.com,info_jeunes_pij,1-coeur-cible,72,Fresnay-sur-Sarthe,PIJ information jeunesse,Point information jeunesse - Fresnay-sur-Sarthe,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/da359628-3c71-4a75-aa0f-441ad47c6227,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse@centresocial-valduloir.fr,info_jeunes_pij,1-coeur-cible,72,La Chartre-sur-le-Loir,PIJ information jeunesse,Point information jeunesse - La Chartre-sur-le-Loir,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/2be047be-dce7-4e08-87b0-2c303bf0114a,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@cc-paysflechois.fr,info_jeunes_pij,1-coeur-cible,72,La Flèche,PIJ information jeunesse,Point information jeunesse - La Flèche,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/fe6ae6ef-ec61-4110-98e4-d9008a4a1cb5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@leflore.info,info_jeunes_pij,1-coeur-cible,72,Le Mans,PIJ information jeunesse,Point information jeunesse - Le Mans,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/03fefb68-f7af-4081-8a05-4eba832e3ac6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse.cij@lemans.fr,info_jeunes_pij,1-coeur-cible,72,Le Mans Cedex 9,PIJ information jeunesse,Centre information jeunesse - Le Mans,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/a69ff541-2018-4073-a5d6-2fe872379038,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ej.pij@sablesursarthe.fr,info_jeunes_pij,1-coeur-cible,72,Sablé-sur-Sarthe,PIJ information jeunesse,Point information jeunesse - Sablé-sur-Sarthe,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/a189144b-528f-4073-907d-a1046034aed1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@belinois.fr,info_jeunes_pij,1-coeur-cible,72,Écommoy,PIJ information jeunesse,Point information jeunesse - Ecommoy,https://lannuaire.service-public.gouv.fr/pays-de-la-loire/sarthe/ded4015b-3e13-4bcc-86a6-aef7aee255bb,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse.pij@eac-aime.com,info_jeunes_pij,1-coeur-cible,73,Aime-la-Plagne,PIJ information jeunesse,Point information jeunesse - Aime-la-Plagne,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/d8f6a53c-e665-4b47-89d5-d7b5c4575f04,Annuaire de l'administration Service-public.fr,info_jeunes_pij
infojeunesalbertville@gmail.com,info_jeunes_pij,1-coeur-cible,73,Albertville,PIJ information jeunesse,Point information jeunesse - Albertville,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/24a51adb-4fa1-4a15-9586-18d479f32e09,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@hautetarentaise.fr,info_jeunes_pij,1-coeur-cible,73,Bourg-Saint-Maurice,PIJ information jeunesse,Point information jeunesse - Bourg-Saint-Maurice,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/12d6ebba-09a7-454d-8c6f-24e9c38eb2ac,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@haut79.fr,info_jeunes_pij,1-coeur-cible,73,Chambéry,PIJ information jeunesse,Bureau information jeunesse - Chambéry,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/de6d5b2d-cf1a-48fc-8d0d-91d20f94adbc,Annuaire de l'administration Service-public.fr,info_jeunes_pij
olivia@acej-gresy.fr,info_jeunes_pij,1-coeur-cible,73,Grésy-sur-Aix,PIJ information jeunesse,Point information jeunesse - Grésy-sur-Aix,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/6f48919c-c274-4f8c-94d3-2f82a9849717,Annuaire de l'administration Service-public.fr,info_jeunes_pij
frederic.grosjean@ccvalguiers.fr,info_jeunes_pij,1-coeur-cible,73,Le Pont-de-Beauvoisin,PIJ information jeunesse,Point information jeunesse - Le Pont-de-Beauvoisin,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/8292bde1-7b95-40d2-8167-0aff1ebde558,Annuaire de l'administration Service-public.fr,info_jeunes_pij
sij@cchmv.fr,info_jeunes_pij,1-coeur-cible,73,Modane,PIJ information jeunesse,Point information jeunesse - Modane,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/ab5eaf40-f4d3-484c-b402-6ba45e0d5058,Annuaire de l'administration Service-public.fr,info_jeunes_pij
informationjeunesse@cc.coeurdesavoie.fr,info_jeunes_pij,1-coeur-cible,73,Montmélian,PIJ information jeunesse,Point information jeunesse - Montmélian,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/3319995b-5a6c-4c15-bc64-cde1de710151,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@cias-3cma73.com,info_jeunes_pij,1-coeur-cible,73,Saint-Jean-de-Maurienne,PIJ information jeunesse,Point information jeunesse - Saint-Jean-de-Maurienne,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/d61ccd43-90f3-4347-900d-bd66a65e28d4,Annuaire de l'administration Service-public.fr,info_jeunes_pij
infojeunes@maurienne-galiber.com,info_jeunes_pij,1-coeur-cible,73,Saint-Michel-De-Maurienne,PIJ information jeunesse,Point information jeunesse - Saint-Michel-De-Maurienne,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/savoie/62ec5807-9a9a-4a58-8672-12e16134430a,Annuaire de l'administration Service-public.fr,info_jeunes_pij
